Total Lengths per Chromosome:
Chromosome: PYGN01006491.1, Total Length: 12493
Chromosome: PYGN01016033.1, Mean Length: 3362.0
Chromosome: PYGN01012376.1, Mean Length: 2659.0
Chromosome: PYGN01021039.1, Mean Length: 1275.0
Chromosome: PYGN01007329.1, Mean Length: 7163.0
Chromosome: PYGN01003652.1, Mean Length: 12813.0
Chromosome: PYGN01019785.1, Mean Length: 1139.0
Chromosome: PYGN01006511.1, Mean Length: 8594.0
Chromosome: PYGN01012270.1, Mean Length: 3360.0
Chromosome: PYGN01012311.1, Mean Length: 2725.0
Chromosome: PYGN01018263.1, Mean Length: 1290.0
Chromosome: PYGN01003885.1, Mean Length: 21154.0
Chromosome: PYGN01018638.1, Mean Length: 1923.0
Chromosome: PYGN01015882.1, Mean Length: 4300.0
Chromosome: PYGN01022511.1, Mean Length: 1080.0
Chromosome: PYGN01004490.1, Mean Length: 15102.0
Chromosome: PYGN01005457.1, Mean Length: 12862.0
Chromosome: PYGN01010721.1, Mean Length: 5067.0
Chromosome: PYGN01007233.1, Mean Length: 6827.0
Chromosome: PYGN01000396.1, Mean Length: 124204.4
Chromosome: PYGN01013938.1, Mean Length: 4122.0
Chromosome: PYGN01007504.1, Mean Length: 17965.0
Chromosome: PYGN01004814.1, Mean Length: 20809.0
Chromosome: PYGN01022766.1, Mean Length: 3427.0
Chromosome: PYGN01006130.1, Mean Length: 11608.0
Chromosome: PYGN01011132.1, Mean Length: 5816.0
Chromosome: PYGN01021504.1, Mean Length: 1199.0
Chromosome: PYGN01009870.1, Mean Length: 3425.0
Chromosome: PYGN01002333.1, Mean Length: 18103.125
Chromosome: PYGN01000136.1, Mean Length: 56848.0
Chromosome: PYGN01022755.1, Mean Length: 1281.0
Chromosome: PYGN01008862.1, Mean Length: 6014.0
Chromosome: PYGN01013815.1, Mean Length: 2902.0
Chromosome: PYGN01010350.1, Mean Length: 6608.0
Chromosome: PYGN01011431.1, Mean Length: 6907.0
Chromosome: PYGN01019932.1, Mean Length: 1599.0
Chromosome: PYGN01018987.1, Mean Length: 1486.0
Chromosome: PYGN01015240.1, Mean Length: 7824.0
Chromosome: PYGN01019486.1, Mean Length: 1313.0
Chromosome: PYGN01018770.1, Mean Length: 2082.0
Chromosome: PYGN01019226.1, Mean Length: 1356.0
Chromosome: PYGN01020627.1, Mean Length: 3294.0
Chromosome: PYGN01014804.1, Mean Length: 5246.0
Chromosome: PYGN01017758.1, Mean Length: 4046.0
Chromosome: PYGN01021385.1, Mean Length: 1157.0
Chromosome: PYGN01009720.1, Mean Length: 8263.0
Chromosome: PYGN01007165.1, Mean Length: 8308.0
Chromosome: PYGN01002711.1, Mean Length: 15907.25
Chromosome: PYGN01022875.1, Mean Length: 1061.0
Chromosome: PYGN01017200.1, Mean Length: 3147.0
Chromosome: PYGN01018441.1, Mean Length: 6199.0
Chromosome: PYGN01013361.1, Mean Length: 5483.0
Chromosome: PYGN01006178.1, Mean Length: 6324.0
Chromosome: PYGN01007604.1, Mean Length: 3671.0
Chromosome: PYGN01002537.1, Mean Length: 50674.0
Chromosome: PYGN01018221.1, Mean Length: 1365.0
Chromosome: PYGN01009848.1, Mean Length: 9157.0
Chromosome: PYGN01003134.1, Mean Length: 26969.0
Chromosome: PYGN01015316.1, Mean Length: 3452.0
Chromosome: PYGN01010071.1, Mean Length: 6674.0
Chromosome: PYGN01000368.1, Mean Length: 87150.11111111111
Chromosome: PYGN01001519.1, Mean Length: 48156.142857142855
Chromosome: PYGN01020662.1, Mean Length: 1286.0
Chromosome: PYGN01011615.1, Mean Length: 5490.0
Chromosome: PYGN01002078.1, Mean Length: 22929.0
Chromosome: PYGN01015339.1, Mean Length: 4349.0
Chromosome: PYGN01021609.1, Mean Length: 1330.0
Chromosome: PYGN01001945.1, Mean Length: 5627.0
Chromosome: PYGN01000065.1, Mean Length: 77473.58823529411
Chromosome: PYGN01005233.1, Mean Length: 22014.0
Chromosome: PYGN01005146.1, Mean Length: 14061.0
Chromosome: PYGN01023248.1, Mean Length: 2176.0
Chromosome: PYGN01001998.1, Mean Length: 35326.25
Chromosome: PYGN01015305.1, Mean Length: 4875.0
Chromosome: PYGN01007276.1, Mean Length: 6941.0
Chromosome: PYGN01021778.1, Mean Length: 1231.0
Chromosome: PYGN01021070.1, Mean Length: 1249.0
Chromosome: PYGN01015522.1, Mean Length: 3934.0
Chromosome: PYGN01022715.1, Mean Length: 2541.0
Chromosome: PYGN01016704.1, Mean Length: 3434.0
Chromosome: PYGN01010931.1, Mean Length: 4914.0
Chromosome: PYGN01003166.1, Mean Length: 26735.0
Chromosome: PYGN01020109.1, Mean Length: 1308.0
Chromosome: PYGN01016496.1, Mean Length: 3249.0
Chromosome: PYGN01015983.1, Mean Length: 6957.0
Chromosome: PYGN01003449.1, Mean Length: 23881.0
Chromosome: PYGN01007800.1, Mean Length: 7807.0
Chromosome: PYGN01024696.1, Mean Length: 1230.0
Chromosome: PYGN01009193.1, Mean Length: 15446.0
Chromosome: PYGN01010059.1, Mean Length: 4740.0
Chromosome: PYGN01018391.1, Mean Length: 1591.0
Chromosome: PYGN01002565.1, Mean Length: 17579.0
Chromosome: PYGN01019323.1, Mean Length: 1540.0
Chromosome: PYGN01006756.1, Mean Length: 6921.0
Chromosome: PYGN01008827.1, Mean Length: 5166.0
Chromosome: PYGN01014803.1, Mean Length: 3966.0
Chromosome: PYGN01021277.1, Mean Length: 1430.0
Chromosome: PYGN01022020.1, Mean Length: 1201.0
Chromosome: PYGN01009343.1, Mean Length: 3571.0
Chromosome: PYGN01021815.1, Mean Length: 1354.0
Chromosome: PYGN01010012.1, Mean Length: 3695.0
Chromosome: PYGN01015078.1, Mean Length: 4243.0
Chromosome: PYGN01018931.1, Mean Length: 1421.0
Chromosome: PYGN01003801.1, Mean Length: 22164.0
Chromosome: PYGN01005675.1, Mean Length: 12402.0
Chromosome: PYGN01015481.1, Mean Length: 4421.0
Chromosome: PYGN01018022.1, Mean Length: 1258.0
Chromosome: PYGN01010756.1, Mean Length: 6531.0
Chromosome: PYGN01023666.1, Mean Length: 1213.0
Chromosome: PYGN01003614.1, Mean Length: 31035.0
Chromosome: PYGN01006354.1, Mean Length: 8701.0
Chromosome: PYGN01011010.1, Mean Length: 7621.0
Chromosome: PYGN01014868.1, Mean Length: 3670.0
Chromosome: PYGN01022043.1, Mean Length: 1303.0
Chromosome: PYGN01010632.1, Mean Length: 2981.0
Chromosome: PYGN01012660.1, Mean Length: 1411.0
Chromosome: PYGN01005602.1, Mean Length: 11218.0
Chromosome: PYGN01011206.1, Mean Length: 5969.0
Chromosome: PYGN01018523.1, Mean Length: 1741.0
Chromosome: PYGN01009102.1, Mean Length: 6570.0
Chromosome: PYGN01005425.1, Mean Length: 13384.0
Chromosome: PYGN01018481.1, Mean Length: 4907.0
Chromosome: PYGN01005545.1, Mean Length: 12309.0
Chromosome: PYGN01015230.1, Mean Length: 4346.0
Chromosome: PYGN01010367.1, Mean Length: 5851.0
Chromosome: PYGN01009467.1, Mean Length: 6557.0
Chromosome: PYGN01000436.1, Mean Length: 174022.5
Chromosome: PYGN01009862.1, Mean Length: 3763.0
Chromosome: PYGN01015786.1, Mean Length: 4433.0
Chromosome: PYGN01023176.1, Mean Length: 6773.0
Chromosome: PYGN01008877.1, Mean Length: 12347.0
Chromosome: PYGN01020527.1, Mean Length: 1255.0
Chromosome: PYGN01022531.1, Mean Length: 1051.0
Chromosome: PYGN01024412.1, Mean Length: 1124.0
Chromosome: PYGN01005207.1, Mean Length: 8185.5
Chromosome: PYGN01020449.1, Mean Length: 5512.0
Chromosome: PYGN01012536.1, Mean Length: 4213.0
Chromosome: PYGN01011490.1, Mean Length: 4657.0
Chromosome: PYGN01010877.1, Mean Length: 4639.0
Chromosome: PYGN01004848.1, Mean Length: 17954.0
Chromosome: PYGN01012076.1, Mean Length: 6710.0
Chromosome: PYGN01005348.1, Mean Length: 8558.0
Chromosome: PYGN01024552.1, Mean Length: 7279.0
Chromosome: PYGN01008656.1, Mean Length: 5157.0
Chromosome: PYGN01016609.1, Mean Length: 4042.0
Chromosome: PYGN01007402.1, Mean Length: 9355.0
Chromosome: PYGN01003109.1, Mean Length: 28451.0
Chromosome: PYGN01003408.1, Mean Length: 15871.0
Chromosome: PYGN01001335.1, Mean Length: 33263.6
Chromosome: PYGN01009509.1, Mean Length: 7414.0
Chromosome: PYGN01015665.1, Mean Length: 4634.0
Chromosome: PYGN01020500.1, Mean Length: 3718.0
Chromosome: PYGN01000584.1, Mean Length: 58397.0
Chromosome: PYGN01010422.1, Mean Length: 7101.0
Chromosome: PYGN01011148.1, Mean Length: 9341.0
Chromosome: PYGN01003819.1, Mean Length: 23420.0
Chromosome: PYGN01008287.1, Mean Length: 9398.0
Chromosome: PYGN01023413.1, Mean Length: 1292.0
Chromosome: PYGN01020832.1, Mean Length: 4467.0
Chromosome: PYGN01016293.1, Mean Length: 4831.0
Chromosome: PYGN01014086.1, Mean Length: 4016.0
Chromosome: PYGN01005085.1, Mean Length: 14530.0
Chromosome: PYGN01005663.1, Mean Length: 14880.0
Chromosome: PYGN01021544.1, Mean Length: 1374.0
Chromosome: PYGN01000277.1, Mean Length: 80134.0
Chromosome: PYGN01022097.1, Mean Length: 1220.0
Chromosome: PYGN01019535.1, Mean Length: 1502.0
Chromosome: PYGN01010928.1, Mean Length: 6307.0
Chromosome: PYGN01024470.1, Mean Length: 1231.0
Chromosome: PYGN01024320.1, Mean Length: 2126.0
Chromosome: PYGN01016346.1, Mean Length: 4414.0
Chromosome: PYGN01001629.1, Mean Length: 19843.0
Chromosome: PYGN01016993.1, Mean Length: 4402.0
Chromosome: PYGN01016593.1, Mean Length: 4072.0
Chromosome: PYGN01016894.1, Mean Length: 5789.0
Chromosome: PYGN01024761.1, Mean Length: 1438.0
Chromosome: PYGN01007159.1, Mean Length: 7401.0
Chromosome: PYGN01001281.1, Mean Length: 28478.8
Chromosome: PYGN01022563.1, Mean Length: 2223.0
Chromosome: PYGN01016720.1, Mean Length: 4402.0
Chromosome: PYGN01000760.1, Mean Length: 9530.714285714286
Chromosome: PYGN01009578.1, Mean Length: 8064.0
Chromosome: PYGN01007686.1, Mean Length: 8488.0
Chromosome: PYGN01022970.1, Mean Length: 3285.0
Chromosome: PYGN01003341.1, Mean Length: 23202.0
Chromosome: PYGN01000332.1, Mean Length: 115849.09090909091
Chromosome: PYGN01020793.1, Mean Length: 4247.0
Chromosome: PYGN01004673.1, Mean Length: 24700.0
Chromosome: PYGN01017344.1, Mean Length: 3909.0
Chromosome: PYGN01005559.1, Mean Length: 15289.0
Chromosome: PYGN01010574.1, Mean Length: 8331.0
Chromosome: PYGN01022279.1, Mean Length: 1796.5
Chromosome: PYGN01003028.1, Mean Length: 41403.0
Chromosome: PYGN01017648.1, Mean Length: 2598.0
Chromosome: PYGN01021334.1, Mean Length: 1363.0
Chromosome: PYGN01013914.1, Mean Length: 4018.0
Chromosome: PYGN01003790.1, Mean Length: 8753.666666666666
Chromosome: PYGN01015907.1, Mean Length: 2480.0
Chromosome: PYGN01020732.1, Mean Length: 1479.0
Chromosome: PYGN01009431.1, Mean Length: 3979.0
Chromosome: PYGN01010735.1, Mean Length: 6654.0
Chromosome: PYGN01004262.1, Mean Length: 20083.0
Chromosome: PYGN01000264.1, Mean Length: 48219.125
Chromosome: PYGN01019401.1, Mean Length: 1403.0
Chromosome: PYGN01020393.1, Mean Length: 1211.0
Chromosome: PYGN01005405.1, Mean Length: 8146.0
Chromosome: PYGN01024602.1, Mean Length: 1254.0
Chromosome: PYGN01024032.1, Mean Length: 1466.0
Chromosome: PYGN01001127.1, Mean Length: 32647.923076923078
Chromosome: PYGN01015600.1, Mean Length: 4725.0
Chromosome: PYGN01002531.1, Mean Length: 150606.0
Chromosome: PYGN01013969.1, Mean Length: 6786.0
Chromosome: PYGN01019504.1, Mean Length: 1243.0
Chromosome: PYGN01000521.1, Mean Length: 103954.6
Chromosome: PYGN01009599.1, Mean Length: 6808.0
Chromosome: PYGN01014508.1, Mean Length: 3978.0
Chromosome: PYGN01001891.1, Mean Length: 36007.0
Chromosome: PYGN01023169.1, Mean Length: 1052.0
Chromosome: PYGN01015245.1, Mean Length: 3416.0
Chromosome: PYGN01003384.1, Mean Length: 20382.0
Chromosome: PYGN01023475.1, Mean Length: 1649.0
Chromosome: PYGN01002704.1, Mean Length: 12438.5
Chromosome: PYGN01011850.1, Mean Length: 7869.0
Chromosome: PYGN01003210.1, Mean Length: 24475.0
Chromosome: PYGN01014356.1, Mean Length: 1456.0
Chromosome: PYGN01015093.1, Mean Length: 5978.0
Chromosome: PYGN01012765.1, Mean Length: 3471.0
Chromosome: PYGN01014402.1, Mean Length: 2863.0
Chromosome: PYGN01016464.1, Mean Length: 4011.0
Chromosome: PYGN01023136.1, Mean Length: 1172.0
Chromosome: PYGN01005713.1, Mean Length: 8678.0
Chromosome: PYGN01006613.1, Mean Length: 9744.0
Chromosome: PYGN01020945.1, Mean Length: 8248.0
Chromosome: PYGN01001839.1, Mean Length: 27375.14285714286
Chromosome: PYGN01011437.1, Mean Length: 8634.0
Chromosome: PYGN01008174.1, Mean Length: 9370.0
Chromosome: PYGN01007096.1, Mean Length: 9231.0
Chromosome: PYGN01018779.1, Mean Length: 1097.0
Chromosome: PYGN01016478.1, Mean Length: 3972.0
Chromosome: PYGN01012482.1, Mean Length: 4460.0
Chromosome: PYGN01000475.1, Mean Length: 443245.3333333333
Chromosome: PYGN01024102.1, Mean Length: 2103.0
Chromosome: PYGN01013107.1, Mean Length: 4632.0
Chromosome: PYGN01021756.1, Mean Length: 1075.0
Chromosome: PYGN01021640.1, Mean Length: 1270.0
Chromosome: PYGN01023497.1, Mean Length: 2451.0
Chromosome: PYGN01009200.1, Mean Length: 9866.0
Chromosome: PYGN01014842.1, Mean Length: 4583.0
Chromosome: PYGN01002601.1, Mean Length: 95524.0
Chromosome: PYGN01024070.1, Mean Length: 1663.0
Chromosome: PYGN01007913.1, Mean Length: 6316.0
Chromosome: PYGN01009598.1, Mean Length: 4381.0
Chromosome: PYGN01016115.1, Mean Length: 4212.0
Chromosome: PYGN01024238.1, Mean Length: 1479.0
Chromosome: PYGN01024594.1, Mean Length: 1192.0
Chromosome: PYGN01008111.1, Mean Length: 7621.0
Chromosome: PYGN01019534.1, Mean Length: 1458.0
Chromosome: PYGN01011079.1, Mean Length: 10950.0
Chromosome: PYGN01021101.1, Mean Length: 4711.0
Chromosome: PYGN01018299.1, Mean Length: 1077.0
Chromosome: PYGN01005051.1, Mean Length: 20530.0
Chromosome: PYGN01008192.1, Mean Length: 7194.0
Chromosome: PYGN01020334.1, Mean Length: 1390.0
Chromosome: PYGN01015580.1, Mean Length: 2130.0
Chromosome: PYGN01016537.1, Mean Length: 3766.0
Chromosome: PYGN01012700.1, Mean Length: 2557.0
Chromosome: PYGN01007324.1, Mean Length: 9510.0
Chromosome: PYGN01001373.1, Mean Length: 226134.5
Chromosome: PYGN01022676.1, Mean Length: 1147.0
Chromosome: PYGN01024384.1, Mean Length: 1431.0
Chromosome: PYGN01002323.1, Mean Length: 21750.666666666668
Chromosome: PYGN01002772.1, Mean Length: 518.0
Chromosome: PYGN01000724.1, Mean Length: 28088.105263157893
Chromosome: PYGN01020512.1, Mean Length: 2154.0
Chromosome: PYGN01013312.1, Mean Length: 2785.0
Chromosome: PYGN01000067.1, Mean Length: 96101.09090909091
Chromosome: PYGN01007806.1, Mean Length: 6573.0
Chromosome: PYGN01024362.1, Mean Length: 2031.0
Chromosome: PYGN01018646.1, Mean Length: 1134.0
Chromosome: PYGN01011059.1, Mean Length: 3148.0
Chromosome: PYGN01018126.1, Mean Length: 1276.0
Chromosome: PYGN01010134.1, Mean Length: 6042.0
Chromosome: PYGN01009259.1, Mean Length: 3448.0
Chromosome: PYGN01010034.1, Mean Length: 5674.0
Chromosome: PYGN01008316.1, Mean Length: 7397.0
Chromosome: PYGN01013933.1, Mean Length: 3111.0
Chromosome: PYGN01000291.1, Mean Length: 87885.81818181818
Chromosome: PYGN01009534.1, Mean Length: 6309.0
Chromosome: PYGN01006329.1, Mean Length: 10483.0
Chromosome: PYGN01023126.1, Mean Length: 1088.0
Chromosome: PYGN01024647.1, Mean Length: 1465.0
Chromosome: PYGN01021223.1, Mean Length: 1725.0
Chromosome: PYGN01014391.1, Mean Length: 3787.0
Chromosome: PYGN01009208.1, Mean Length: 6049.0
Chromosome: PYGN01019495.1, Mean Length: 1638.0
Chromosome: PYGN01005868.1, Mean Length: 6539.0
Chromosome: PYGN01021010.1, Mean Length: 1777.0
Chromosome: PYGN01023104.1, Mean Length: 1524.0
Chromosome: PYGN01005371.1, Mean Length: 3401.5
Chromosome: PYGN01016137.1, Mean Length: 3422.0
Chromosome: PYGN01001154.1, Mean Length: 11187.0
Chromosome: PYGN01013922.1, Mean Length: 3723.0
Chromosome: PYGN01009403.1, Mean Length: 3406.0
Chromosome: PYGN01014829.1, Mean Length: 3723.0
Chromosome: PYGN01000184.1, Mean Length: 180586.5
Chromosome: PYGN01012152.1, Mean Length: 6404.0
Chromosome: PYGN01012345.1, Mean Length: 6095.0
Chromosome: PYGN01000337.1, Mean Length: 18468.71052631579
Chromosome: PYGN01023786.1, Mean Length: 1655.0
Chromosome: PYGN01002310.1, Mean Length: 14743.666666666666
Chromosome: PYGN01003305.1, Mean Length: 26977.0
Chromosome: PYGN01017279.1, Mean Length: 2275.0
Chromosome: PYGN01013404.1, Mean Length: 2184.0
Chromosome: PYGN01002955.1, Mean Length: 41760.0
Chromosome: PYGN01012373.1, Mean Length: 3594.0
Chromosome: PYGN01016879.1, Mean Length: 3564.0
Chromosome: PYGN01011212.1, Mean Length: 9338.0
Chromosome: PYGN01021849.1, Mean Length: 1173.0
Chromosome: PYGN01014202.1, Mean Length: 4382.0
Chromosome: PYGN01007173.1, Mean Length: 8475.0
Chromosome: PYGN01022256.1, Mean Length: 1229.0
Chromosome: PYGN01011181.1, Mean Length: 7242.0
Chromosome: PYGN01023148.1, Mean Length: 1383.0
Chromosome: PYGN01011845.1, Mean Length: 5267.0
Chromosome: PYGN01005492.1, Mean Length: 18477.0
Chromosome: PYGN01005508.1, Mean Length: 11052.0
Chromosome: PYGN01005355.1, Mean Length: 17833.0
Chromosome: PYGN01019484.1, Mean Length: 1398.0
Chromosome: PYGN01023656.1, Mean Length: 954.0
Chromosome: PYGN01016049.1, Mean Length: 2458.0
Chromosome: PYGN01024286.1, Mean Length: 1403.0
Chromosome: PYGN01007644.1, Mean Length: 10367.0
Chromosome: PYGN01020668.1, Mean Length: 1993.0
Chromosome: PYGN01014749.1, Mean Length: 2748.0
Chromosome: PYGN01022978.1, Mean Length: 1571.0
Chromosome: PYGN01007842.1, Mean Length: 9430.0
Chromosome: PYGN01015106.1, Mean Length: 5573.0
Chromosome: PYGN01019631.1, Mean Length: 1234.0
Chromosome: PYGN01008586.1, Mean Length: 5404.0
Chromosome: PYGN01009658.1, Mean Length: 8334.0
Chromosome: PYGN01021913.1, Mean Length: 1428.0
Chromosome: PYGN01017220.1, Mean Length: 3359.0
Chromosome: PYGN01024099.1, Mean Length: 1004.0
Chromosome: PYGN01010813.1, Mean Length: 3403.0
Chromosome: PYGN01023915.1, Mean Length: 1775.0
Chromosome: PYGN01009907.1, Mean Length: 8539.0
Chromosome: PYGN01013648.1, Mean Length: 4538.0
Chromosome: PYGN01024135.1, Mean Length: 1169.0
Chromosome: PYGN01016268.1, Mean Length: 3715.0
Chromosome: PYGN01009693.1, Mean Length: 3505.0
Chromosome: PYGN01002791.1, Mean Length: 46267.0
Chromosome: PYGN01008014.1, Mean Length: 7902.0
Chromosome: PYGN01019761.1, Mean Length: 5336.0
Chromosome: PYGN01002098.1, Mean Length: 61849.666666666664
Chromosome: PYGN01019422.1, Mean Length: 1583.0
Chromosome: PYGN01014164.1, Mean Length: 3356.0
Chromosome: PYGN01014750.1, Mean Length: 3712.0
Chromosome: PYGN01021807.1, Mean Length: 1483.0
Chromosome: PYGN01015750.1, Mean Length: 4672.0
Chromosome: PYGN01023238.1, Mean Length: 1665.0
Chromosome: PYGN01014212.1, Mean Length: 3124.0
Chromosome: PYGN01023794.1, Mean Length: 3567.0
Chromosome: PYGN01017685.1, Mean Length: 1250.0
Chromosome: PYGN01006025.1, Mean Length: 13432.0
Chromosome: PYGN01017890.1, Mean Length: 1280.0
Chromosome: PYGN01005357.1, Mean Length: 12945.0
Chromosome: PYGN01017953.1, Mean Length: 1792.0
Chromosome: PYGN01016245.1, Mean Length: 4681.0
Chromosome: PYGN01005540.1, Mean Length: 10805.0
Chromosome: PYGN01019632.1, Mean Length: 1486.0
Chromosome: PYGN01022217.1, Mean Length: 1281.0
Chromosome: PYGN01023337.1, Mean Length: 935.0
Chromosome: PYGN01018431.1, Mean Length: 2524.0
Chromosome: PYGN01024443.1, Mean Length: 1337.0
Chromosome: PYGN01022417.1, Mean Length: 3050.0
Chromosome: PYGN01018813.1, Mean Length: 2672.0
Chromosome: PYGN01009007.1, Mean Length: 11527.0
Chromosome: PYGN01008978.1, Mean Length: 11003.0
Chromosome: PYGN01007344.1, Mean Length: 5208.0
Chromosome: PYGN01006361.1, Mean Length: 12409.0
Chromosome: PYGN01018502.1, Mean Length: 2974.0
Chromosome: PYGN01011757.1, Mean Length: 3373.0
Chromosome: PYGN01018803.1, Mean Length: 1712.0
Chromosome: PYGN01021736.1, Mean Length: 1511.0
Chromosome: PYGN01007562.1, Mean Length: 3260.0
Chromosome: PYGN01012760.1, Mean Length: 3037.0
Chromosome: PYGN01022569.1, Mean Length: 1253.0
Chromosome: PYGN01001844.1, Mean Length: 104434.66666666667
Chromosome: PYGN01010203.1, Mean Length: 6378.0
Chromosome: PYGN01016934.1, Mean Length: 4557.0
Chromosome: PYGN01003062.1, Mean Length: 70855.0
Chromosome: PYGN01014288.1, Mean Length: 3512.0
Chromosome: PYGN01001967.1, Mean Length: 21091.571428571428
Chromosome: PYGN01005924.1, Mean Length: 14467.0
Chromosome: PYGN01021826.1, Mean Length: 1133.0
Chromosome: PYGN01017035.1, Mean Length: 4211.0
Chromosome: PYGN01024630.1, Mean Length: 1279.0
Chromosome: PYGN01018241.1, Mean Length: 1170.0
Chromosome: PYGN01005049.1, Mean Length: 16369.0
Chromosome: PYGN01001015.1, Mean Length: 16439.083333333332
Chromosome: PYGN01007611.1, Mean Length: 9500.0
Chromosome: PYGN01017975.1, Mean Length: 2368.0
Chromosome: PYGN01004338.1, Mean Length: 17746.0
Chromosome: PYGN01002540.1, Mean Length: 59928.0
Chromosome: PYGN01012999.1, Mean Length: 4867.0
Chromosome: PYGN01018001.1, Mean Length: 1673.0
Chromosome: PYGN01002579.1, Mean Length: 31136.5
Chromosome: PYGN01010594.1, Mean Length: 3802.0
Chromosome: PYGN01015552.1, Mean Length: 3297.0
Chromosome: PYGN01024448.1, Mean Length: 1142.0
Chromosome: PYGN01015031.1, Mean Length: 6426.0
Chromosome: PYGN01009677.1, Mean Length: 7680.0
Chromosome: PYGN01002882.1, Mean Length: 61471.0
Chromosome: PYGN01003040.1, Mean Length: 38772.0
Chromosome: PYGN01020087.1, Mean Length: 1603.0
Chromosome: PYGN01008520.1, Mean Length: 12423.0
Chromosome: PYGN01023245.1, Mean Length: 5351.0
Chromosome: PYGN01008668.1, Mean Length: 9039.0
Chromosome: PYGN01004206.1, Mean Length: 21126.0
Chromosome: PYGN01023194.1, Mean Length: 3209.0
Chromosome: PYGN01013789.1, Mean Length: 4642.0
Chromosome: PYGN01012526.1, Mean Length: 2465.0
Chromosome: PYGN01015111.1, Mean Length: 3715.0
Chromosome: PYGN01021740.1, Mean Length: 1149.0
Chromosome: PYGN01018309.1, Mean Length: 1444.0
Chromosome: PYGN01024090.1, Mean Length: 1005.0
Chromosome: PYGN01000730.1, Mean Length: 72815.81818181818
Chromosome: PYGN01002663.1, Mean Length: 34541.0
